,id,name,quality,numOfRatings,department,wouldTakeAgainPercent,difficulty
873,1704749,Haidy Geismar,4.0,1,Anthropology,N/A,2
874,1704750,Patricia Lopez,5.0,1,Spanish,N/A,2
875,1704752,Lea Juric,3.0,8,English,34,3.7
876,1705221,Maria-Luisa Achino-Loeb,3.5,11,Anthropology,N/A,3.2
877,1706367,Corey D''Augustine,0.0,0,Art History,N/A,0
878,1688912,Eran Fishler,0.0,0,Computer Science,N/A,0
879,1689635,Shirshendu Chatterjee,3.4,6,Mathematics,N/A,3.2
880,1689700,A. Dawn Lesh,0.0,0,Marketing,N/A,0
881,1689785,Diana Taylor,0.0,0,Performing Arts,N/A,0
882,1690557,Matthew Vernon,1.5,1,Interdisciplinary Studies,N/A,5
883,1690753,Karen Brenner,2.0,1,Business,N/A,4
884,1691409,Adam Braunschweig,5.0,1,Chemistry,N/A,3
885,1692136,Derek Tesser,3.7,4,Biology,100,3
886,1711498,Dana Klein,4.3,2,Nutrition & Foods,N/A,2.5
887,1712642,Giuseppe Arbia,2.3,6,Economics,N/A,3.3
888,1713153,Wafaa Bilal,4.7,3,Photography,100,3.3
889,1713838,Michael Ritchie,4.0,1,French,N/A,2
890,1714268,Mina Bekhit,4.5,1,Business Economics,N/A,3
891,1716825,Peter Nicholls,4.6,9,English,100,3.7
892,1716865,Charif Shanahan,0.0,0,Writing,N/A,0
893,1718461,Angela Pietropinto,4.9,4,Performing Arts,100,1.5
894,1643513,Susan Lombardo,5.0,1,Nursing,N/A,4
895,1646023,Colin Jerolmack,4.4,17,Environmental Science,85,2.9
896,1647516,Leanne Dodge,2.4,32,Music,37,4.4
897,1647907,Elizabeth Ouyang,4.1,9,Law,100,2.7
898,1648647,Allison Brehm,2.3,2,Nursing,N/A,3
899,1648659,Susan Burger,3.3,2,Nursing,N/A,2.5
900,1648663,Kellie Bryant,3.5,3,Nursing,N/A,3.3
901,1648685,Beth Latimer,3.5,1,Nursing,N/A,2
902,1648692,Manita Shrestha,2.0,1,Nursing,N/A,2
903,1648791,Kael Ashbaugh,4.2,3,Humanities,N/A,1.7
904,1648806,Amy Marcinkiewicz,3.5,10,Biology,63,3.8
905,1648904,Paul Berman,3.0,1,Journalism,N/A,2
906,1649123,Ravindra Mantena,3.9,9,Statistics,100,3.6
907,1653334,Natalie Kirton,5.0,1,Nursing,N/A,5
908,1653341,Natalya Pasklinsky,5.0,2,Nursing,N/A,3
909,1653347,Bernadette Sosnowski,4.3,2,Nursing,100,3
910,1655152,Laurie Woodard,4.9,4,Writing,100,2.8
911,1655547,Omar Kutty,4.5,2,Not Specified,N/A,3
912,1676813,Paula England,3.9,4,Sociology,67,3.8
913,1676920,Xiaohong Hou,4.8,6,Foreign Languages,100,2.3
914,1677077,Sarah Kozinn,5.0,3,Theater,N/A,1.3
915,1677143,George Downs,4.0,3,Political Science,N/A,2.7
916,1677514,Louis Bury,4.0,4,Writing,N/A,3
917,1677882,Tristan Jean,5.0,1,French,N/A,3
918,1678155,Mark Bresnan,4.2,3,Writing,N/A,3.7
919,1678872,Laura Ciolkowski,2.3,2,Not Specified,0,3.5
920,1678988,Mario Chacon,5.0,1,Economics,N/A,2
921,1679597,Matthew McAlister,5.0,1,Writing,N/A,3
922,1686847,Eddie Winstead,5.0,2,Writing,N/A,1
923,1688062,Joel Kemp,5.0,2,Computer Science,N/A,1.5
924,1688389,Kizzy Charles-Guzman,3.3,2,Environmental Science,100,4
925,1688635,Kevin Venneman,5.0,2,Foreign Languages,N/A,2.5
926,1688665,Anthony Frontino,4.8,4,Not Specified,N/A,4.5
927,1688803,Roz Lichter,2.5,2,Film & Television,N/A,1.5
928,1688835,Zaida Godoy,3.8,2,Spanish,N/A,4
929,1741495,Robert Donald Weide,0.0,0,Sociology,N/A,0
930,1741931,Toni Barton,4.3,4,Theater,N/A,5
931,1745182,Adrian Versteegh,3.8,18,English,67,3.4
932,1746217,Marina Sonia Carrasco-Perezagua,5.0,2,Spanish,N/A,1.5
933,1746530,Mosarrap Khan,0.0,0,English,N/A,0
934,1747147,Amy Bonnaffons,4.7,12,Writing,N/A,2.4
935,1747473,Alex Moskvin,0.0,0,Art & Design,N/A,0
936,1749035,Ahna Skop,5.0,1,Genetics,N/A,1
937,1781366,Aria Finger,4.7,3,Management,N/A,2.3
938,1781846,Alexa Forosty,5.0,4,Art,N/A,1.8
939,1781850,Jack Lechner,4.9,4,Film & Television,100,1.7
940,1781927,Myron McShane,4.5,1,French,N/A,3
941,1782817,Bonnie Brennan,4.0,1,Political Science,N/A,5
942,1782954,Jonathan Scott,4.4,9,Writing,N/A,1.8
943,1783005,Lawrence Dryer,5.0,1,Accounting,N/A,2
944,1783279,Richard Alderslade,2.0,3,Health Science,N/A,3
945,1770905,Mohammed Ali,4.5,1,Writing,N/A,2
946,1771511,Saul Anton,2.7,7,Liberal Studies,100,2.7
947,1772073,Llana Carroll,1.1,4,Not Specified,N/A,4.8
948,1772626,Lydia Butt,4.2,3,Foreign Languages,N/A,3.3
949,1773135,Meghan Hammond,3.8,2,Writing,N/A,3
950,1773345,Joey McDonald,4.8,3,Mathematics,N/A,3
951,1773368,Gail Korn,3.0,1,Liberal Studies,N/A,3
952,1773385,Hong Zhao,4.8,6,Chemistry,100,2.2
953,1707484,Jennifer Newman,4.8,3,Italian,N/A,2
954,1708886,Pierre Lacour,0.0,0,Economics,N/A,0
955,1709593,Richard Bonneau,2.8,3,Biology,N/A,2.7
956,1710533,Lina Meruane,3.7,17,Latin American Studies,50,3
957,1711199,Daniel Smokler,5.0,6,Leadership,N/A,1.7
958,1779810,Jennifer Jennings,5.0,9,Sociology,100,3.1
959,1780188,Sarah Sarzynski,0.0,0,Latin American Studies,N/A,0
960,1799155,Erica Faller,0.0,0,French,N/A,0
961,1799445,Maria Damon,1.5,1,Environmental Science,N/A,3
962,1801070,Cristina Checka,0.0,0,Medicine,N/A,0
963,1801161,Shahab Kohani,1.5,1,Arts & Sciences,100,2
964,1801387,Yoav Zibin,2.8,36,Computer Science,50,4
965,1801437,Yoon Ji Lee,4.0,2,Music,N/A,2.5
966,1802585,Matt Sullivan,0.0,0,Music,N/A,0
967,1804361,Mary Brennan,2.6,9,Nursing,34,3.2
968,1784312,Andrew Greenblatt,5.0,1,Public Administration,N/A,4
969,1784348,Larry Slater,3.4,20,Nursing,N/A,3.2
970,1785087,Robert Haslhofer,3.5,3,Mathematics,N/A,3
971,1785637,Nicholas Truesdale,5.0,1,French,N/A,2
972,1785948,Louise McEvoy,0.0,0,Nursing,N/A,0
973,1787839,Andrea Wheelock,0.0,0,Foreign Languages,N/A,0
974,1787840,Miranda Emre,4.5,1,Foreign Languages,N/A,4
975,1788286,Barry Hashimoto,4.3,4,Political Science,75,4
976,1727896,Linda Kirschke,3.5,1,Political Science,N/A,2
977,1727898,Prosper Bernard,4.5,5,Political Science,N/A,3.2
978,1728419,Raphael Sigal,5.0,2,French,N/A,2.5
979,1729978,Nina Rutledge,5.0,1,Not Specified,N/A,2
980,1732753,Randi Davis-Levin,0.0,0,Film & Television,N/A,0
981,1732866,Barbara Krainovich-Miller,0.0,0,Nursing,N/A,0
982,1732889,Eileen Gilmartin,3.7,8,Management,75,3.9
983,1732985,Dale Correa,5.0,6,Near Eastern Studies,N/A,2.8
984,1732986,Justin Leroy,3.8,2,Gender Studies,N/A,1.5
985,1732987,Gail Segal,4.2,4,Film & Television,100,2.5
986,1733232,Dan Jenkins,3.6,4,Mathematics,N/A,4
987,1735636,Glenn Long,0.0,0,Mathematics,N/A,0
988,1735857,Luis Roca,4.5,14,English,100,3.5
989,1738571,Ben Sachs,0.0,0,Philosophy,N/A,0
990,1798626,Mitra Rastegar,3.2,19,Sociology,20,3.3
991,1798707,Abbas Varij Kazemi,4.8,2,Social Science,N/A,1.5
992,1805570,Mariam Habib,3.9,5,Social Work,50,2.4
993,1805898,Chris Schlottmann,3.5,4,Environmental Science,100,4
994,1807285,Arne Hoecker,2.5,1,Not Specified,N/A,3
995,1807286,Drew Youngren,3.7,33,Mathematics,56,3.2
996,1809401,Lily Alexander,0.0,0,Russian Studies,N/A,0
997,1811452,Joshua Goldwyn,4.8,4,Mathematics,N/A,1
998,1758018,Christopher Jankowski,4.0,20,Mathematics,N/A,3.5
999,1758126,James Pace,4.0,2,Nursing,N/A,2
1000,1764434,Christopher Dee,5.0,15,Business,100,2.3
1001,1764801,Beth Emelson,4.6,5,Theater,100,2.4
1002,1767245,Maura Roosevelt,4.3,9,Writing,100,3.8
1003,1770481,Grace Monger,0.0,0,Nursing,N/A,0
1004,1815354,Flynn Cheryl,4.3,2,Statistics,N/A,2
1005,1816149,Hadi Gharabaghi,5.0,3,Cinema,100,3
1006,1816604,Nicola Lucchi,5.0,2,Italian,N/A,2.5
1007,1817660,Sophia Johnson-Tran,1.0,1,International Affairs,N/A,5
1008,1818722,Paulette Forte,2.5,1,Psychology,100,3
1009,1820311,Joshua Gillon,0.0,0,Philosophy,N/A,0
1010,1821763,Elizabeth McHenry,0.0,0,English,N/A,0
1011,1822175,Stephen Gross,4.8,6,History,100,3
1012,1851643,Tom Shone,4.5,1,Film & Television,N/A,2
1013,1851645,Thomas Shone,4.5,2,Film & Television,100,2.5
1014,1851648,Janet Grillo,4.3,18,Film & Television,50,3.3
1015,1852594,Christina Fang,0.0,0,Management,N/A,0
1016,1852661,Ursula Diamond,4.8,3,Psychology,N/A,2.3
1017,1852850,Yao LI,2.6,5,Mathematics,N/A,4
1018,1852915,Robin Harvey,2.3,2,Education,0,4.5
1019,1853205,Bennett Foddy,5.0,2,Game Center,100,4
1020,1782981,Rob Fergus,3.3,4,Computer Science,80,3.5
1021,1783347,Erika Hendrix,0.0,0,French,N/A,0
1022,1783476,Andrew Auerbach,0.0,0,Chemistry,N/A,0
1023,1783502,John Maynard,4.8,4,English,N/A,1.5
1024,1783961,Michael Coppola,3.0,1,Marketing,N/A,2
1025,1783984,Joshua Tolopilo,3.8,5,Chemistry,N/A,3.8
1026,1784004,Parker Gary,2.0,1,Social Work,N/A,1
1027,1861711,Anastasia Saverino,2.8,4,Cinema,0,4
1028,1862446,Leanne Tyler,4.2,3,Political Science,N/A,3.3
1029,1863094,Charles Murphy,4.4,5,Business,100,3.8
1030,1863632,Jenny Xie,4.4,22,Writing,93,4.1
1031,1864621,Jonathan Franklin,4.3,6,English,100,3.5
1032,1866062,Josh Walsh,0.0,0,Marketing,N/A,0
1033,1867451,YU Guo,4.5,1,Philosophy,N/A,3
1034,1867832,Nicholas Riggle,0.0,0,Philosophy,N/A,0
1035,1851419,Astrid Cerny,2.6,15,Environmental Science,34,3
1036,1851590,Domenico Menicucci,5.0,1,Mathematics,N/A,3
1037,1854308,Loren-Paul Caplin,2.5,1,Writing,N/A,3
1038,1854442,Marco Del Rocca,5.0,3,Italian,100,1.7
1039,1854871,Karly Ford,0.0,0,Education,N/A,0
1040,1855054,Stephen Solomon,4.2,16,Journalism,75,2.7
1041,1856395,Michael Schidlowsky,3.0,3,Computer Science,50,2
1042,1856455,Katselas Lisa,3.5,1,Film & Television,N/A,2
1043,1879211,Mitch Bushuk,5.0,2,Mathematics,N/A,2
1044,1880010,Tyler Colman,0.0,0,Hospitality,N/A,0
1045,1880669,Elizabeth Elsass,4.5,1,Film & Television,N/A,1
1046,1881586,Ellen McGrath,4.5,1,Psychology,N/A,1
1047,1881958,Ande Fenton,1.3,2,Neurological Sciences,N/A,5
1048,1882388,Megan Russell,3.5,1,French,N/A,2
1049,1883136,Steve Winchell,0.0,0,Digital Arts,N/A,0
1050,1883247,Matthew Moore,0.0,0,Mathematics,N/A,0
1051,1867986,Amy Field,4.8,2,Anthropology,N/A,2.5
1052,1868129,Arthur Vierkant,0.0,0,Cultural Studies,N/A,0
1053,1868132,Diana Van Lancker Sidtis,2.3,2,Arts & Sciences,N/A,2
1054,1869242,William Clark,0.0,0,Psychology,N/A,0
1055,1869826,Stacey Barrenger,3.8,2,Social Work,N/A,3.5
1056,1869845,David Moster,5.0,16,Hebrew,N/A,2.3
1057,1870004,Timothy Mangin,0.0,0,African Studies,N/A,0
1058,1871899,Alexander Vologodskii,1.8,3,Chemistry,N/A,4.7
1059,1873734,Leonard Jenkin,0.0,0,Writing,N/A,0
1060,1873735,Peter Parnell,4.0,1,Writing,N/A,3
1061,1873819,William Heise,4.8,4,Writing,N/A,2.8
1062,1874121,Gabriela Dragnea-Horvath,4.6,18,Liberal Studies,84,2.8
1063,1875131,Yousef Casewit,4.6,8,Religious Studies,N/A,2.8
1064,1876633,Suzanna Halsey,0.0,0,Foreign Languages,N/A,0
1065,1876695,Ariane Zayzteff,3.0,1,Performing Arts,N/A,3
1066,1876709,Olga Fedorenko,3.8,2,East Asian Studies,N/A,4
1067,1876712,Phil Kaffen,2.3,6,East Asian Studies,0,3.8
1068,1877347,Rebecca Johannsen,4.8,3,Theater,N/A,2
1069,1877970,Ray Hubley,5.0,2,Film & Television,N/A,1
1070,1878063,Frankie Edozien,4.5,2,Journalism,N/A,1
1071,1878393,Maureen Collins,4.3,2,Speech & Hearing Sciences,N/A,2
1072,1878482,Shay Hazkani,3.0,3,Middle Eastern Studies,0,3.7
1073,1900465,Shreya Nagula,0.0,0,Psychology,N/A,0
1074,1900492,Ariel Stess,5.0,1,Writing,N/A,3
1075,1900504,Tahsina Mahmood,5.0,1,Engineering,N/A,1
1076,1900711,Jennifer Percy,5.0,2,English,N/A,2
1077,1901028,Emma Aarnes,0.0,0,Film & Television,N/A,0
1078,1902400,Julia Jarcho,3.8,7,English,67,3.7
1079,1903073,Kathy Butterly,5.0,2,Art,100,1
1080,1903207,Kristie Lancaster,2.5,4,Nutrition & Foods,0,3
1081,1836206,Frank Hsu,5.0,3,Mathematics,N/A,1.7
1082,1836776,Yekaterina Kosova,4.5,1,Classics,N/A,2
1083,1837249,Mariana Mogilevich,3.8,3,Social Science,N/A,3.3
1084,1837516,James Belfer,4.8,2,Film & Television,100,2
1085,1837763,Jesse Njus,4.5,5,Theater,100,1.2
1086,1840782,Leigh-Anne Walker,4.0,2,Business,N/A,4.5
1087,1841105,Jake Messing,0.0,0,Theater,N/A,0
1088,1841296,Kryssa Schemmerling,0.0,0,Film & Television,N/A,0
1089,1912585,Brian Degrazia,4.7,5,Italian,100,1.8
1090,1913247,Judith Schwartz,3.5,1,Art,N/A,5
1091,1913998,Donald McVinney,0.0,0,Social Work,N/A,0
1092,1915127,Jose Montiel Olea,4.6,8,Economics,N/A,3
1093,1915308,Ruobing Wei,4.0,10,East Asian Studies,86,3.2
1094,1917212,Constance Zotos,4.0,1,Management,N/A,3
1095,1918787,Mihailis Diamantis,0.0,0,Philosophy,N/A,0
1096,1919658,Elissa Ludeman,5.0,2,Anthropology,100,2.5
1097,1919693,Alexej Jerschow,3.7,5,Chemistry,34,2.8
1098,1920929,Lionel Christiaen,3.4,11,Biology,45,3.7
1099,1921056,Scott Burton,1.0,2,Computer Science,N/A,4.5
1100,1921104,Steven Meltzer,0.0,0,Writing,N/A,0
1101,1921718,Elisa Diaz,0.0,0,English,N/A,0
1102,1922173,Paul Dower,0.0,0,Economics,N/A,0
1103,1923069,Knut Skarsaune,0.0,0,Philosophy,N/A,0
1104,1923077,Miles Wheeler,5.0,11,Mathematics,N/A,2.9
1105,1898956,Unurjargal Nyambuu,3.7,16,Economics,100,3.1
1106,1899445,Lucas Siga,1.5,3,Economics,N/A,4.7
1107,1929720,Mark Wilkinson,4.2,14,Mathematics,N/A,3.6
1108,1931469,Beatrice Longuenesse,0.0,0,Philosophy,N/A,0
1109,1931690,David Perry,0.0,0,English,N/A,0
1110,1931822,Tristan Buckmaster,1.3,3,Mathematics,N/A,4
1111,1931824,Guy David,3.2,19,Mathematics,80,3.7
1112,1933587,Suse Broyde,5.0,3,Biology,100,3.3
1113,1933593,Lisa Dailey,4.7,3,Medicine,100,2.7
1114,1933596,Alan Frey,0.0,0,Medicine,N/A,0
1115,1909675,Richard Halpern,3.4,18,English,42,3.2
1116,1912016,Steven Zultanski,4.4,14,Writing,88,2.1
1117,1924188,Arnold Mungioli,3.5,1,Theater,N/A,4
1118,1925222,RAJESH MADAN,0.0,0,Computer Science,N/A,0
1119,1927230,Carmen Sierra,1.6,6,Art History,0,4.5
1120,1927467,Eric Sanderson,0.0,0,Environmental Science,N/A,0
1121,1927873,Kathy Willens,0.0,0,Photography,N/A,0
1122,1927976,Phyllis Ehrlich,4.8,15,Marketing,100,3.3
1123,1944108,Richard Schneider,5.0,1,Marketing,N/A,3
1124,1944808,Patty Chang,4.4,14,Political Science,86,3.5
1125,1944857,Michael Jacobs,4.8,5,Liberal Arts Sciences,100,3
1126,1944959,Andrew Friedman,3.0,1,Theater,100,2
1127,1944990,Ellen Friedman,3.5,1,Social Work,N/A,2
1128,1945049,Alma Carten,0.0,0,Social Work,N/A,0
1129,1945291,Erica Ponteen,3.3,12,Social Work,67,3.9
1130,1945924,Anna Lellio,0.0,0,Political Science,N/A,0
1131,1878659,Patton Burchett,4.1,7,Religious Studies,100,3.4
1132,1879185,George Hagstrom,2.7,5,Mathematics,N/A,1.6
1133,1883342,Nicole Starosielski,3.0,19,Communication,32,3.5
1134,1883770,Aron Janssen,4.3,2,Psychology,N/A,2.5
1135,1884142,Edward Magarian,4.8,2,Film & Television,N/A,1.5
1136,1885608,Arie Israel,4.7,3,Mathematics,N/A,2.3
1137,1954316,Daniel Wiley,0.0,0,Communication,N/A,0
1138,1955280,Minchao Jin,4.0,1,Social Work,N/A,4
1139,1955467,Rebecca Schaumberg,5.0,1,Management,N/A,4
1140,1955585,Jonah Birch,5.0,1,Sociology,100,1
1141,1956105,George Lentzas,3.6,7,Economics,50,4
1142,1956698,Finn Brunton,4.6,41,Communication,100,2.4
1143,1956704,Mark Edelman,4.5,1,Communication,N/A,2
1144,1956762,Xiaochang Li,4.8,2,English,100,3
1145,1943937,Richard Porterfield,2.5,1,Music,N/A,3
1146,1944034,Allison Kaufman,4.8,2,Film Television,100,3.5
1147,1898376,Geraldine Mapel,5.0,4,Psychology,100,1.8
1148,1898699,Bradley Liz,3.8,7,Theatre & Dance,100,3.8
1149,1898952,Richard Gant,3.8,6,Marketing,34,1.8
1150,1903463,Maya Mikdashi,3.3,4,Near Eastern Studies,67,3.5
1151,1904373,Jane Friedman,4.3,4,Philosophy,0,2.5
1152,1904391,Davi Geiger,1.9,8,Computer Science,29,2
1153,1905613,Seema Sandhu,5.0,1,Chemistry,100,4
1154,1905709,Chip Ernest Brown,1.0,2,Economics,N/A,4.5
1155,1908125,Subhash Khot,4.8,3,Computer Science,100,2
1156,1973560,John Tchen,3.0,1,History,N/A,2
1157,1976067,Sheida Dayani,5.0,1,Foreign Languages,N/A,1
1158,1976354,Sheida Dayani,4.5,1,Middle Eastern Studies,N/A,4
1159,1976464,Siva Ambikasaran,4.3,2,Mathematics,N/A,4
1160,1977140,Arnold Baskin,0.0,0,Film Television,N/A,0
1161,1977615,Artie Vierkant,0.0,0,Art,N/A,0
1162,1977973,Florian Mewes,0.0,0,Art,N/A,0
1163,1979917,Yael Feldman,3.5,2,Hebrew,0,3
1164,1979918,Jennifer Larson,4.2,14,Political Science,90,2.1
1165,1980189,Brenda Lozano,2.0,1,Spanish,N/A,3
1166,1980829,Ralph Grishman,2.8,8,Computer Science,60,2.8
1167,1981212,Lucy Graham,4.0,1,English,N/A,3
1168,1981214,Alaina Ferris,4.5,2,English,N/A,2
1169,1981352,Jasmine Ma,5.0,1,Education,N/A,3
1170,1981469,Lawrence Tatum,1.5,12,Statistics,0,4.2
1171,1981721,Christian Parenti,3.6,13,Liberal Studies,50,3.1
1172,1928216,Phillip Avello,0.0,0,Real Estate,N/A,0
1173,1928666,Jun Lai,3.2,20,Mathematics,N/A,3.1
1174,1969567,Norma Carrizo Molina,2.0,1,Economics,N/A,5
1175,1969839,Eliana Hernandez,4.0,2,Spanish,N/A,2
1176,1969842,Jerry Waxman,2.8,6,Computer Science,25,2.8
1177,1970164,Cami Delavigne,0.0,0,Film Television,N/A,0
1178,1970300,Janay Saxon,0.0,0,Career Development,N/A,0
1179,1970455,Brian Dalessandro,0.0,0,Arts Sciences,N/A,0
1180,1970610,Suzanna Riordan,4.8,12,Liberal Studies,100,1.5
1181,1971771,Tom Jennings,0.0,0,Film Television,N/A,0
1182,1972603,Alexander Kobrin,5.0,2,Music,100,4
1183,1973294,Debbie De Villa,0.0,0,Film Television,N/A,0
1184,1973552,Jonathan Friedman,4.2,3,Education,N/A,3
1185,1999905,Gregory Vargo,4.7,3,English,100,2
1186,1999923,John Halpern,3.8,2,Philosophy,N/A,4
1187,2001292,Michelle Wilson,3.7,4,English,100,3.5
1188,2001368,Rena Chen,4.5,5,Mathematics,N/A,1.2
1189,2001743,Dohoon Lee,3.5,3,Sociology,100,2.7
1190,2001821,Lee Ricketson,4.2,5,Mathematics,100,3.2
1191,2003233,James Levitt,0.0,0,Communication,N/A,0
1192,2003636,David Cesarini,0.0,0,Economics,N/A,0
1193,2003706,Marat Berenstein,5.0,2,Music,100,1.5
1194,2004003,Sopie Von Strumm,3.5,2,Psychology,N/A,3.5
1195,2004707,Alex Jassen,3.3,4,Classics,0,3.3
1196,2004953,Gillian Gallagher,0.0,0,Linguistics,N/A,0
1197,2004981,Allen Weiss,0.0,0,Performing Arts,N/A,0
1198,2005145,Moshe Kim,5.0,2,Economics,N/A,3
1199,2005677,Kerry Whigham,5.0,1,Theater,100,3
1200,2007128,Paul Trowbridge,1.0,1,Statistics,N/A,3
1201,1989352,Joan Greenberg,5.0,1,Social Work,100,4
1202,1989753,Hatem Abdallah,4.3,5,Nutrition Foods,N/A,1.4
1203,1990197,Mahn Monis,1.0,1,International Relations,N/A,5
1204,1990260,David St-Jules,4.2,3,Nutrition Foods,N/A,2.3
1205,1991470,Walter McCollum,4.0,1,Information Systems,N/A,2
1206,1992667,Wei Chen,0.0,0,Music Performance,N/A,0
1207,1992888,Elizabeth Renella,0.0,0,Film Television,N/A,0
1208,1994241,Melanie Reid,4.5,2,Liberal Studies,N/A,3.5
1209,1994424,Tim Mitchell,1.8,3,Computer Science,N/A,4.7
1210,1994448,Andrew Lee,0.0,0,Philosophy,N/A,0
1211,1995686,Justin Deng,0.0,0,Business,N/A,0
1212,1995809,Moshe Maor,2.5,1,Hebrew,N/A,2
1213,1995819,Alexander Kocar,5.0,1,Hebrew,N/A,3
1214,1996824,Mark Gertler,3.2,4,Economics,100,3
1215,1997118,Freddy Friedfeld,0.0,0,Television,N/A,0
1216,1997180,Joseph Jeffries,0.0,0,Theater,N/A,0
1217,1997485,Meredith Martin,3.5,2,Art History,50,3
1218,1997495,Dena Al-Adeeb,1.0,1,Middle Eastern Studies,N/A,4
1219,1998079,Emily Goldmann,5.0,6,Health Science,100,2.8
1220,2023491,Tara Byun,3.8,4,Speech Hearing Sciences,34,3.8
1221,2024964,Terry Knickerbocker,4.8,2,Taxation,N/A,3
1222,2025386,John Halushka,5.0,1,Sociology,N/A,2
1223,2026548,Percy Deift,1.6,9,Mathematics,29,4.2
1224,2026801,Martha Coe,0.0,0,Sociology,N/A,0
1225,2026922,David Kirkland,0.0,0,Education,N/A,0
1226,2027521,Viktor Lushin,5.0,1,Social Work,N/A,1
1227,2027969,Jo Payne,0.0,0,Economics,N/A,0
1228,2028643,Zachary Clarke,0.0,0,Music,N/A,0
1229,2029403,Gowun Park,5.0,5,Economics,N/A,1
1230,2029651,Thomas Mertens,5.0,1,Finance,N/A,3
1231,2029658,Scott Murphree,0.0,0,Music Performance,N/A,0
1232,2029948,Ramy Abied,0.0,0,Psychology,N/A,0
1233,2031057,Rogan Kersh,3.0,1,Political Science,N/A,3
1234,2033511,Elizabeth Kihara,4.5,2,Art History,100,3.5
1235,2038378,ruchira gupta,1.0,1,International Affairs,N/A,3
1236,2038928,Miguel Faria e Castro,0.0,0,Economics,N/A,0
1237,2038976,Marina Hassapopoulou,5.0,4,Cinema,100,4
1238,2039088,George Kovalenko,4.4,5,Writing,100,2.6
1239,2039279,Sergei Dubovsky,3.7,3,Arts Sciences,N/A,3
1240,2039300,Ron Rainey,0.0,0,Humanities,N/A,0
1241,2039493,Adam Sirois,0.0,0,Nursing,N/A,0
1242,2039900,Rosanne Limoncelli,5.0,3,Film Television,100,1.3
1243,2043017,Hassan Abdullhaqq,3.0,2,Humanities,0,2
1244,2017461,Jennifer Spry,0.0,0,Business,N/A,0
1245,2017471,Kevin Balsam,5.0,1,Economics,N/A,1
1246,2017632,Jeff Stark,5.0,5,Digital Arts,100,2.4
1247,2018725,Thomas Prang,5.0,1,Anthropology,100,2
1248,2019615,Scott Fritzen,5.0,2,Public Policy,100,3.5
1249,2019895,Jennifer Krasinski,4.5,2,Art Visual Culture,100,3
1250,2020879,Stephanie Pearson,4.7,3,Art History,0,3.3
1251,2021637,Joshua Stager,5.0,1,Business,N/A,3
1252,2021979,Charley Layton,0.0,0,Theater,N/A,0
1253,2022169,Ryan Justesen,4.4,3,Theater,100,4
1254,2023383,Francisco Espinosa,3.0,1,Economics,100,3
1255,2050316,John Rogove,4.3,10,Philosophy,86,3.1
1256,2050584,Linda Lausell Bryant,5.0,4,Social Work,100,1.2
1257,2051192,Shani Mott,4.5,3,Liberal Studies,N/A,2.3
1258,2053342,Stefanie Goyette,4.7,13,Cultural Studies,100,2.8
1259,2053496,Carlos Borges,4.2,5,Mathematics,N/A,2.8
1260,2055078,Dennis Kriventsov,2.2,7,Mathematics,34,3.7
1261,2056483,Larry Wein,0.0,0,Television,N/A,0
1262,2056517,Wayne Eric,0.0,0,Neurological Sciences,N/A,0
1263,1982013,Eric Koskinen,1.5,1,Computer Science,N/A,5
1264,1982771,Priscilla Soucek,0.0,0,Art History,N/A,0
1265,1983060,Matthew Morrison,5.0,1,Music,100,4
1266,1983528,Chris Normandin,0.0,0,Writing,N/A,0
1267,1983779,Ahmed Fadiel,0.0,0,Liberal Studies,N/A,0
1268,2043241,Archie Tait,4.5,2,Film Television,100,2.5
1269,2043338,Chiranjib Mukherjee,1.5,7,Mathematics,N/A,4.1
1270,2044109,Yael Hacohen,4.6,7,Writing,N/A,2.3
1271,2044120,Mark Hannah,2.8,4,Communication,50,2.8
1272,2044246,Megan Davies Wykes,1.0,4,Mathematics,N/A,4.8
1273,2044645,Yu Deng,1.9,6,Mathematics,50,4
1274,2045329,Rohit Deo,0.0,0,Statistics,N/A,0
1275,2045903,Joshua Rockoff,3.0,4,Professional Programs,50,3.3
1276,2045922,Edyta Kuzian,5.0,1,Liberal Studies,N/A,2
1277,2046201,Ellen Prokop,4.4,4,Art History,100,2.8
1278,2048245,Shinho Lee,3.0,2,Cinema,0,1.5
1279,2048246,Selma Thompson,5.0,1,Film Television,100,4
1280,2048424,Barbara Kowalzig,2.0,2,Classics,N/A,4
1281,2049613,Nikolaos Freris,4.2,11,Engineering,0,3.3
1282,2050032,Karen Bernstein,0.0,0,Social Work,N/A,0
1283,2050198,Curtis Kent,3.2,5,Mathematics,N/A,4.2
1284,2070361,Kirin Wachter-Grene,4.1,8,English,100,4.1
1285,2070645,Oleksandr Misiats,0.0,0,Mathematics,N/A,0
1286,2072118,Christopher Wood,3.9,3,German,100,2
1287,2072120,Rosemarie Brucher,0.0,0,German,N/A,0
1288,2072127,Christiane Frey,5.0,4,German,100,3.5
1289,2074265,Alys George,4.3,4,German,67,2.7
1290,2074335,Bindeshwari Aggarwal,4.4,4,Middle Eastern Studies,100,1.8
1291,2074448,Marisa Carrasco,3.8,3,Neurological Sciences,100,4
1292,2075908,Kathleen Gerson,0.0,0,Sociology,N/A,0
1293,2076601,Nicolas Delon,4.5,2,Philosophy,100,3
1294,2081444,Emily West,0.0,0,Political Science,N/A,0
1295,2084177,Anthony Galluzzo,4.1,7,Liberal Studies,75,2.4
